Designator,Footprint,Quantity,Value,LCSC Part #
AJK1,AJK,1,AJK,
C1,C_0603,1,0.1uF,
"C2, C3",C_0603,2,33pF,
C4,Hidden,1,0.1uF,
C5,Hidden,1,2.2uF,
C6,Hidden,1,10uF,
D1,SOT-363_SC-70-6,1,BAV99S,
D2,LED-RGB-1.6x1.6,1,LED_RGBA,
D3,1206,1,D,
D4,Hidden,1,Schottky,
J1,USC16-TR-Round,1,USB-C,
J2,Molex_MiniSPOX_H2RA,1,POWER,
J3,Molex_MiniSPOX_H10RA,1,Conn_01x10,
L1,Hidden,1,6.8uH,
"R1, R3",R_0603,2,10k,
R10,R_0603,1,324R,
R11,R_0603,1,100k 1% or 0R,
R12,R_0603,1,30k 1% or NF,
R2,R_0603,1,4k7,
"R4, R7",R_0603,2,100R,
"R5, R6",R_0603,2,5K1,
R8,R_0603,1,732R,
R9,R_0603,1,2K,
U1,ESP32-WROOM-32,1,ESP32-WROOM-32,
U2,QFN-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm,1,FT231XQ,
"U3, U4",SO-8_3.9x4.9mm_P1.27mm,2,ISL89410,
U5,RegulatorBlockFB,1,LMR16006+FB,
U6,AA,1,AA,
U7,QR-SS,1,QR,
